question,answer,source
What are the three ways to control the transcription of an operon?,"repressive, activator, inducible",SciQ
Peroxisomes carry out oxidation reactions that break down what acids?,fatty acids and amino acids,SciQ
The magnitude of the momentum vector is the product of what two properties?,mass and speed,SciQ
Hydrostatic skeletons are well suited for life in what kind of environments?,aquatic,SciQ
How do prokaryotic organisms reproduce asexually?,binary fission,SciQ
Many species use their body shape and coloration to avoid what?,detection by predators,SciQ
What property of ocean water increases rapidly as the water gets deeper?,pressure,SciQ
"Remember electrons are negatively charged, so ions with a positive charge have lost what?",electron,SciQ
What type of starch is used for long-term energy storage in animal cells?,glycogen,SciQ
What contracts to move food throughout the gastrointestinal tract?,muscles,SciQ
"A magnet can exert force on objects without touching them, as long as they are within what?",magnetic field,SciQ
What field of science seeks to explain how traits are passed on from one generation to the next?,genetics,SciQ
Saturated hydrocarbons get their name because they are saturated with what atoms?,hydrogen,SciQ
What is the name of the black opening in the eye that lets light enter?,pupil,SciQ
Enzymes in saliva help bread down and digest what?,starches and fats,SciQ
What comes first in the life cycle of a plant?,seed,SciQ
"Within the chloroplast, synthesis of what takes place in the fluid inside the inner membrane called the stroma?",sugar,SciQ
"When referring to genes, what term describes the property of having multiple phenotypic effects?",pleiotrophy,SciQ
What are intervertebral discs made of?,fibrocartilage,SciQ
What harmful light does ozone reduce in the upper atmospheres?,ultraviolet light,SciQ
What device detects and measuresee earthquake waves?,seismograph,SciQ
"While some climate regions have multiple layers, arid regions are poor for development of what?",soil,SciQ
Some plants open their leaves during the day to collect what?,sunlight,SciQ
What secretion initiates chemical digestion while also protecting the oral cavity?,saliva,SciQ
What makes echinoderms force water into the feet and move forward?,muscle contractions,SciQ
"Red blood cells, white blood cells, and platelets are all produced where?",in red marrow,SciQ
Fine-grained mud in the deep ocean comes from silts and clays brought from the land by?,wind,SciQ
Pseudopods are temporary extensions of what?,the cytoplasm,SciQ
Ice cubes in cola cause the cola to lose what?,thermal energy,SciQ
How are protists traditionally classified?,"animal-like, plant-like, or fungi-like",SciQ
Coal is a solid hydrocarbon formed from what type of decaying material?,plant,SciQ
"Many disciplines within the study of biology contribute to understanding how past and present life evolved over time; these disciplines together contribute to building, updating, and maintaining this?",tree of life,SciQ
"A flow of one coulomb per second is called one ampere, which is a measure of what?",electric current,SciQ
What might eventually happen to a species if it is unable to reproduce?,extinction,SciQ
What do muscles need to contract?,stimulus,SciQ
What is considered to be a unique feature of echinoderms?,water vascular system,SciQ
"Noninfectious diseases can't be passed from one person to another. instead, these types of diseases are caused by factors such as environment, genetics and what?",lifestyle,SciQ
What 'counting' instrument is used to measure radioactivity?,geiger counter,SciQ
"Often primary producers, what term describes species considered the “base” or “bedrock” of a community, having the greatest influence on its overall structure?",foundation,SciQ
Hurricanes that form in the tropics are called what?,tropical cyclones,SciQ
What types of flat maps show users changes in land elevation?,topographic maps,SciQ
Sister chromatids separate as part of anaphase in what process?,mitosis,SciQ
Vertebrates evolved from primitive forms of which creature?,chordates,SciQ
Another name for table salt is?,sodium chloride,SciQ
"In iceland, the mid-atlantic ridge is above sea what?",level,SciQ
"The earth's atmosphere, climate, and living things are effected by what feature that covers more than 70 percent of earth's surface?",oceans,SciQ
What is the nest of cell an egg rests in called?,follicle,SciQ
The energy of a wave depends on time as well as what other property of the wave?,amplitude,SciQ
Genetic equilibrium occurs when what process doesn't exist within the population?,evolution,SciQ
"During meiosis, each parent synthesizes gametes that contain only half of their complement of what?",chromosomes,SciQ
What is evolution that occurs over a long period of time called?,macroevolution,SciQ
What is the plasma membrane formed by?,a phospholipid bilayer,SciQ
What is formed when an element gains one or more electrons?,anion,SciQ
What is the term for the slow wearing down of rocks on earth’s surface?,weathering,SciQ
Lobsters are what kind of food source?,arthropod,SciQ
Helicopters store large amounts of rotational energy of what type in their blades?,kinetic,SciQ
What branch of science is the study of matter and energy?,physical science,SciQ
"Plants and algae maintain the atmosphere. during photosynthesis, they add oxygen and remove what?",carbon dioxide,SciQ
"Electric substations have what devices, which use electromagnetic induction to increase or decrease the voltage of the current?",transformers,SciQ
By what process does oxygen enter the pores of flatworms?,diffusion,SciQ
"The iconic gray mantle of the human brain, which appears to make up most of the mass of the brain, is called?",cerebrum,SciQ
What kind of rocks form as an existing rock is altered by high temperature or pressure?,metamorphic,SciQ
"What kind of water are cattails adapted for with narrow, strap-like leaves?",moving water,SciQ
What is the most abundant living thing on earth that can be found in almost any environment?,bacteria,SciQ
Oxidation does not necessarily require heating. which is the common and natural method of oxidation?,rusting,SciQ
"Toward the late stages of pregnancy, a drop in progesterone and stretching forces from the fetus lead to increasing uterine irritability and prompt labor. contractions serve to dilate the cervix and expel this?",newborn,SciQ
Light bends when it passes in from what to what?,air to water,SciQ
"Photosynthesis uses solar energy, carbon dioxide, and water to produce energy-storing carbohydrates.what is produced as a waste product?",oxygen,SciQ
What is the basic unit of computer memory?,byte,SciQ
"What is the first part of the large intestine, where wastes enter from the small intestine?",the cecum,SciQ
Burning fossil fuels produces air pollution and what?,carbon dioxide,SciQ
"Monosaccharides, particularly glucose, are major nutrients for what?",cells,SciQ
Covalent solids are formed by networks or chains of atoms or molecules held together by what?,covalent bonds,SciQ
"In response to high blood osmolarity, which can occur during dehydration or following a very salty meal, the osmoreceptors signal the posterior pituitary to release this?",antidiuretic hormone (adh),SciQ
The grasp reflex in humans is an example of what kind of behavior?,innate,SciQ
Antibiotics can cure most infections that are caused by what?,bacteria,SciQ
Hydrocarbons are made up of carbon and what else?,hydrogen,SciQ
Archaeal cell walls contain a variety of polysaccharides and proteins but lack what?,peptidoglycan,SciQ
What are lipids' function in relation to nerves?,protection,SciQ
What's the name for the point reached at a ph of 7?,equivalence point,SciQ
"Crystallization separates mixtures based on differences in what, which usually increases with temperature?",solubility,SciQ
Pure substances have a constant composition and can only be changed through what?,chemical reactions,SciQ
Which water from the equator mixes with cold water from the poles?,warm,SciQ
"In order to determine its molecular formula, it is necessary to know what about the compound?",molar mass,SciQ
What is the term for much bigger evolutionary changes that result in new species?,macroevolution,SciQ
What are the effects of light on plant morphology called?,photomorphogenesis,SciQ
"In a magnet, what are the regions called that are the strongest?",poles,SciQ
"What kind of muscle cells undergo twitch-type contractions with long refractory periods followed by brief relaxation periods, allowing the heart to fill with blood for the next cycle?",cardiac muscle,SciQ
What is a factor in determining weight but not mass?,location,SciQ
What occurs when two nonpolar liquids are mixed?,nonpolar-nonpolar interactions,SciQ
"Although much of the heart's basic structure is complete by the end of the fifth week, what fetal structures remain until birth or shortly after?",blood shunts,SciQ
"Because sound waves must move through a medium, there are no sound waves in a what?",vacuum,SciQ
Bicarbonate is the second most abundant anion in the blood. its principal function is to maintain your body’s acid-base balance by being part of these?,buffer systems,SciQ
What process involves two cell divisions and produces four haploid cells?,meiosis,SciQ
What happens to a chain of amino acids after it reaches a stop codon?,released from the ribosome,SciQ
How many electrons can be accommodated in the first electron shell's orbital?,2,SciQ
Species distributions are a consequence of both ecological and evolutionary what?,interactions,SciQ
"What is the name of the mineral that contains calcium, carbon and oxygen?",calcite,SciQ
"What medical emergency occurs when a blood clot blocks blood flow to part of the brain, causing death of brain cells?",stroke,SciQ
What are the strongest magnets made?,electromagnets,SciQ
What vessels supply blood to the myocardium and other components of the heart?,coronary arteries,SciQ
An endocrine disease usually involves the secretion of too much or not enough of what?,hormone,SciQ
What is it called when a gene at one location (locus) alters the phenotypic expression of a gene at another locus?,epistasis,SciQ
"Called the powerhouses of the cell, what organelles are the site of cellular energy production?",mitochondria,SciQ
What is the name of the major sex hormone in females?,estrogen,SciQ
What is the smallest unit of a living thing?,cell,SciQ
What kind of metals have perplexing patterns of electron distribution that don’t always follow the electron filling rules?,transition,SciQ
The fact that water in a reservoir is elevated above the ground means that it has what kind of energy?,potential,SciQ
"Rich in protein and nutrients, what abundant group of organisms is being touted as an important human dietary source?",insects,SciQ
"In contrast to metals, electrical insulators are materials that conduct electricity poorly because their valence bands are what?",full,SciQ
What model postulates that electrons orbit the nucleus at fixed energy levels?,bohr,SciQ
"In the case of the wheelbarrow, the output force or load is between the pivot and the what?",input force,SciQ
What type of electrons are attracted to the positive nucleus?,negative electrons,SciQ
Present-day plants that have a complex vascular tissue system are called what kind of plants?,vasuluar plants,SciQ
"What tool, used to locate underwater objects, utilizes ultrasound in a way that is similar to echolocation?",sonar,SciQ
What kind of competition often leads to extinction because the species that is less well adapted gets fewer of the resources that both species need?,interspecific competition,SciQ
A nephrologist studies and deals with diseases of what organ?,kidneys,SciQ
Where is the potential energy of a river the highest at?,the source,SciQ
What are the most numerous and diverse biochemical compounds?,proteins,SciQ
Where are most plants firmly rooted?,soil,SciQ
What type of rain dissolves limestone and marble?,acid,SciQ
What are materials that have a low resistance to electrical current called?,electrical conductors,SciQ
What mammalian feature serves functions such as filtration and keeping the body warm?,hair,SciQ
Higher pressures increase the solubility of what?,gases,SciQ
What is an important level of organization in ecology and the unit of microevolution?,population,SciQ
"When hot water gently rises to the surface, it creates a what?",hot spring,SciQ
"What is the final stage of aerobic respiration, when energy from the krebs cycle is transferred to atp?",electron transport,SciQ
"What state of matter has a definite volume, but not a definite shape?",liquid,SciQ
Blood leaves the left ventricle via the what?,aorta,SciQ
What type of animal can be found on every continent except antarctica?,reptiles,SciQ
"Though viruses are not considered living, they share two important traits with living organisms: they have genetic material and they can undergo what process?",evolution,SciQ
What is our sun's next stage called?,red giant,SciQ
What type of molecule is carbon dioxide (co2)?,linear,SciQ
Trimethylamine is one of the substances responsible for the what of spoiled fish?,smell,SciQ
Making ultrasonic clicks is a clever way that some moths respond to attacks by what flying mammals?,bats,SciQ
What do plants respond to in their environment?,changes in sunlight or water,SciQ
Bone marrow is found inside many bones and produces what?,lymphocytes,SciQ
One species benefits while the host species is harmed in what type of relationship?,parasitism,SciQ
What is a compound in which all of the atoms are connected to one another by covalent bonds?,covalent network solid,SciQ
What kind of lakes form when volcanic eruptions create massive holes that fill with water?,crater lakes,SciQ
"The ovaries produce estradiol and progesterone, which cause secondary sex characteristics and prepare the body for?",childbirth,SciQ
Ions move through what to maintain electrical neutrality in the cell?,the membrane,SciQ
What are the messenger molecules of the endocrine system?,hormones,SciQ
What do you call any substance that opposes coagulation?,anticoagulant,SciQ
What controls every aspect of plant growth and development to some degree?,hormones,SciQ
Making a specific prediction based on a general principle is known as what type of reasoning?,deductive reasoning,SciQ
"Ripe fruits are usually red, orange, yellow, or what?",purple,SciQ
What are the lines of force in the electric field around a charged particle called?,field lines,SciQ
An electric transformer connects two circuits with an iron core that becomes what?,electromagnet,SciQ
What structure connects the pharynx to the trachea?,larynx,SciQ
The resultant solution will contain the same amount of solute but a greater amount of what?,solvent,SciQ
"The thin scale-like or flat shape of what cells fits their primary function, to provide a smooth and protective surface?",simple epithelium,SciQ
During what phase of breathing does the pressure inside the lungs drops to below atmospheric pressure?,inhalation,SciQ
What type of climates is malaria commonly found in?,tropical and subtropical,SciQ
Plants that live in the desert are called?,xerophytes,SciQ
Dolphins are what type of animal?,mammal,SciQ
What is the energy of moving matter?,kinetic energy,SciQ
The two parts of photosynthesis photosynthesis takes place in two stages: the light-dependent reactions and which cycle?,calvin cycle,SciQ
"In an atom, what two major types of particles are located in the nucleus?",protons and neutrons,SciQ
"What is the first part of the large intestine, where wastes enter from the small intestine?",cecum,SciQ
"Each pollen grain has two coverings: the exine (thicker, outer layer) and the what?",intine,SciQ
"In stars like our sun, hydrogen atoms join together to create what?",helium atom,SciQ
How do bacteria reproduce?,binary fission,SciQ
"What sort of gas is found in balloons and blimps, and is used to make them float in the sky?",helium,SciQ
What color is pyrite?,gold,SciQ
Planting a row of trees around a field or erecting a fence on a sand dune helps prevent what form of erosion?,wind,SciQ
"What structure connects the fetus to the placenta, allowing the exchange of gases?",umbilical cord,SciQ
"Glass, rubber, and plastics are examples of which type of solids?",amorphous,SciQ
What is the process bacteria use to break down chemicals into food?,chemosynthesis,SciQ
A fully developed placenta is made up of a large mass of what?,blood vessels,SciQ
What is an element that tend to be malleable?,metal,SciQ
"As a diver descends, the increase in pressure causes the body’s air pockets in the ears and lungs to do what?",compress,SciQ
Many deleterious alleles have such severe effects that a homozygous embryo spontaneously aborts long before what?,birth,SciQ
"What kind of reaction, in general, keeps stars shining?",fusion,SciQ
What is the most important factor determining soil type?,climate,SciQ
What are the structural and functional units of the kidney called?,nephrons,SciQ
"What structure, containing many internal membranes, is the site of photosynthesis?",chloroplast,SciQ
"During the day, what type of energy is transferred from the air over the land to the air over the water?",thermal,SciQ
Which nerve carries electrical signals from the rods and cones to the brain?,optic,SciQ
What is the only thing that can change an asteroid?,a collision,SciQ
Radon is inert and generally unreactive because it is which kind of gas?,noble gas,SciQ
What are the two ways animals can manage their internal environment?,regulating or conforming,SciQ
What may the jointed appendages of arthropods be used for?,walking,SciQ
A sperm cell and an egg cell fuse to become what?,fertilized egg,SciQ
The muscles in arteries and veins that are largely responsible for regulation of blood pressure are known as what type?,smooth muscles,SciQ
An inversion may result when what kind of mass moves over cold ground?,warm air,SciQ
The eardrum is part of what part of the ear?,outer,SciQ
What is never lost and just changes forms?,energy,SciQ
What is the term for a mixture that varies in its composition?,heterogeneous,SciQ
"What are the ""building blocks"" of proteins?",amino acids,SciQ
What is responsible for our sense of balance?,our ears,SciQ
What technology do scientists use to create models?,computers,SciQ
"What essential molecules can be harmful if ingested in large amounts, especially if they contain saturated fatty acids from animal foods?",lipids,SciQ
What are two ways cnidarians are able to reproduce?,asexually and sexually,SciQ
In what human organ system would you find live e. coli bacteria?,digestive system,SciQ
What carries blood away from the heart?,arteries,SciQ
What is the most important characteristic of a homogeneous mixture?,uniform composition throughout,SciQ
The domain geometry for a molecule with four electron pairs is called what?,tetrahedral,SciQ
What is the gel-like material between the cell membrane and the nucleus called?,cytoplasm,SciQ
"Like mammals and birds, and unlike other reptiles, crocodiles have how many chambers in their heart?",four,SciQ
What is the phenomenon in which light and sound waves become circular at the point source of a barrier?,diffraction,SciQ
What is the name of the relatively large gland in the neck that secretes thyroxin?,thyroid,SciQ
Amplification that occurs in which cells often requires signal transduction pathways involving second messengers?,sensory receptor,SciQ
"As adults, amphibians are completely _______, meaning they feed on other animals.",carnivorous,SciQ
Approximately how many billion years ago did our solar system begin?,five billion,SciQ
"A type of what organism causes ergot, a disease that impacts crops directly and has more devastating effects on animals?",fungus,SciQ
Plant-like protists are commonly called what?,algae,SciQ
Which cell gives rise to all cells of the human body?,totipotent stem cell,SciQ
What term describes the long tube that connects the mouth to the anus?,gastrointestinal tract,SciQ
"In some ways, a collection of gas molecules represents the simplest form of what?",matter,SciQ
Are vesicles larger or smaller than vacuoles?,smaller,SciQ
"The duodenum is the first and the shortest part of what, and is where most chemical digestion takes place?",small intestine,SciQ
Which system consists of all the bones of the body?,skeletal system,SciQ
What is rusting an example of?,chemical change,SciQ
What molecule consists of two atoms of hydrogen and one atom of oxygen?,water,SciQ
"All compounds, whether ionic or covalent, must be what?",electrically neutral,SciQ
Which  is the most common sti (sexually transmitted infection) in the united states?,chlamydia,SciQ
What do all chemical reactions need to get started?,activation energy,SciQ
What organ does asthma periodically cause to narrow?,lungs,SciQ
"Silver, gold, and copper all conduct what very well?",electricity,SciQ
Pakicetus and rodhocetus are considered to be ancestors of modern what?,whales,SciQ
"Chemical and physical changes in a system may be accompanied by an increase or a decrease in the disorder of the system, corresponding to an increase or decrease in what?",entropy,SciQ
What is the only way to completely avoid stis?,avoid sexual contact,SciQ
What is an ion that is in common to both salts in a solution?,common ion,SciQ
Prokaryotes and the nitrogen cycle nitrogen is a very important element for life because it is part of proteins and this?,nucleic acids,SciQ
What property is a measure of the average kinetic energy of molecules?,temperature,SciQ
A measure of the disorder of a system is called its what?,entropy,SciQ
What influence does the  horizontal motion of a projectile have on free fall?,none,SciQ
Larger animals expend more of what to achieve locomotion?,energy,SciQ
Subshells are subdivisions of what groupings of electrons that can be found surrounding atoms?,orbitals,SciQ
The number of moles of solute in 1 kg of solvent is defined as what?,molarity,SciQ
What is the name for the pores in leaves that allow a plant to retain water or exchange gases?,stomata,SciQ
What is part of a cycle that holds an element or water for a long period of time called?,a reservoir,SciQ
What theory states that all organisms are made up of one or more cells?,the cell theory,SciQ
What does rearrangements of chromosomes contribute to the emergence of?,new species,SciQ
"In the universe as a whole, what is the most common element?",hydrogen,SciQ
What are substances that cannot be broken down into simpler substances with different properties called?,elements,SciQ
"What gas, that is dissolved in solution, is used in carbonated beverages?",carbon dioxide,SciQ
Fluoride ion is widely used in water supplies to help prevent what?,tooth decay,SciQ
Amino acids are joined together to form a chain at what molecular structure?,ribosomes,SciQ
What is the name of the science that studies matter and the changes material substances undergo?,chemistry,SciQ
Which process changes rocks by heat and pressure?,metamorphism,SciQ
What is defined as an antigen that causes an allergy?,an allergen,SciQ
What can be linked together to form disaccharides or polysaccharides?,monosaccharides,SciQ
What were the first living things to evolve on earth?,prokaryotes,SciQ
All members of a species living together form a what?,population,SciQ
What type of disturbance do even dominant plants depend on in many biomes?,periodic,SciQ
What type of behaviors are triggered by pheromones in moths?,courtship,SciQ
What do organisms use to store energy?,lipids,SciQ
The scientific practice of classifying organisms is also known as what?,taxonomy,SciQ
What is the type of cell division that produces gametes?,meiosis,SciQ
The force applied to an object is called?,stress,SciQ
"What is the largest mineral group, comprising over 90% of earth's crust?",silicates,SciQ
"Sound navigation and ranging is an acronym for what, which is used to locate underwater objects such as submarines?",sonar,SciQ
What is the term for the difference in elevation between two contour lines?,contour interval,SciQ
"The same reaction regenerates pyruvate, which is transported to which cells?",mesophyll,SciQ
What large carboxylic acid with three ionizable hydrogen atoms gives some fruits a sour or tart flavor?,citric acid,SciQ
How does sap get to the tops of tall trees?,through negative pressure,SciQ
Each megasporangium has a single functional one of what?,megaspore,SciQ
Somatosensation refers to what of the five senses?,touch,SciQ
Respiratory distress syndrome results from insufficient production of what?,pulmonary surfactant,SciQ
Redox reactions can always be recognized by a change in what number of two of the atoms in the reaction?,oxidation,SciQ
"In humans, the anus is attached to what kind of intestine?",large,SciQ
What does interspecific competition between species often lead to?,extinction,SciQ
Radioactive decay can give off energy and what else?,particles,SciQ
"What is the condition in which distant objects are seen clearly, but nearby objects appear blurry?","farsightedness, or hyperopia",SciQ
What novelties can also arise when structures that originally played one role gradually acquire a different one?,evolutionary,SciQ
What is a gap in rock layers called?,an unconformity,SciQ
Bacteria are often used to make cheese from what?,milk,SciQ
Why are atoms of metals good conductors of electricity?,give up electrons,SciQ
What is the basic unit of an organism called?,cell,SciQ
All the blood in the human body is filtered about 60 times a day by what?,kidneys,SciQ
What happens to the energy levels of electrons as they are closer to the nucleus?,they are lower,SciQ
What is the term for the blockage of an artery by the buildup of fatty plaques?,atherosclerosis,SciQ
In what type of reproduction do parents of different sexes mate to produce offspring?,sexual reproduction,SciQ
Insulin and glucagon help keep blood glucose levels in the normal range because of what type of effects?,antagonistic,SciQ
"What phenomenon has severe consequences on both natural and man-made objects, including killing trees and degrading marble statues?",acid rain,SciQ
What alloy is made from copper and zinc?,brass,SciQ
The accumulation of what cells begin the development of the vertebral column and thoracic cage?,mesenchyme cells,SciQ
What are terrestrial biomes determined by?,temperature and moisture,SciQ
What protects reptiles from injury and loss of water?,scales,SciQ
What are the different feeding positions in a food chain or web called?,trophic levels,SciQ
What is the joint where the pelvic girdle and leg come together?,hip joint,SciQ
"Snails, scallops, and squids are examples of invertebrates called what?",mollusks,SciQ
"Synthesis, decomposition, replacement, and combustion are all types of what reaction?",chemical,SciQ
"What are the devices placed in electric circuits where charge can build up, which store energy when charged and release it when they discharge?",capacitors,SciQ
What is the hinged structure attached to the cranium that allows an animal to grasp and tear its food?,jaw,SciQ
"The svedberg unit is a measure of the rate of what, which is tested in a centrifuge?",sedimentation,SciQ
"Muscles and skin are examples of what, consisting of specialized cells?",tissues,SciQ
When do cells acquire different identities in an ordered spatial arrangement?,during morphogenesis,SciQ
"What structures sweep laterally, hugging the pelvic walls, then turn medially and pierce the bladder wall obliquely?",ureters,SciQ
What was the last supercontinent on earth?,pangaea,SciQ
"When conditions deteriorate, hydras can reproduce sexually, forming resistant zygotes that remain dormant until when?",conditions improve,SciQ
"Because collisions are ______, energy can be transferred between molecules during them.",elastic,SciQ
What is the tendency of an object to remain at rest or remain in motion called?,inertia,SciQ
The pituitary gland is called the “master gland” of what system?,endocrine,SciQ
What links together to form long polymeric chains?,nucleotides,SciQ
What type of electrons does carbon have?,valence,SciQ
What do doctors call farsightedness or the inability to see close objects clearly?,hyperopia,SciQ
What type of simple inheritance is too simplified to explain most human traits?,mendelian,SciQ
The sun emits energy in the form of what?,electromagnetic radiation,SciQ
The number of electrons in the outer energy level determines what property of nonmetals?,reactivity,SciQ
Acids are the opposites of what?,bases,SciQ
What is the process in which gases are exchanged between the body and the outside air?,respiration,SciQ
Steam consists of what common and essential element in its gaseous phase?,water,SciQ
The capsid is made from the what that are encoded by viral genes within their genome?,proteins,SciQ
"Methane, ethane, and propane are three of the smallest what?",alkanes,SciQ
The number of neutrons and electrons may vary or change in an atom. what happens to the number of protons?,remains the same,SciQ
"In biological augmentation, ecologists use what to add essential materials to ecosystems?",organisms,SciQ
"What kind of interference is observed when the paths differ by a whole wavelength, and the waves arrive in phase?",constructive interference,SciQ
What are mudskipper fish able to do in short distances?,walk,SciQ
What is the major cause of disease in agricultural crops?,fungi,SciQ
What type of reproduction occurs in almost all fungi?,sexual,SciQ
What protists absorb food molecules across their cell membranes?,absorptive,SciQ
How do dogs lose body heat?,panting,SciQ
The electron transport chains are located on the inner membrane of which organelle?,mitochondrion,SciQ
What happens to growth of plants and bacteria in warmer regions?,they grow faster,SciQ
Electromagnetic waves are generally caused by magnetic fields doing what (or moving in what way)?,vibrating,SciQ
Exposure to what can increase the amount of pigment in the skin and make it appear darker?,ultraviolet radiation,SciQ
Most of the trash in the ocean is made of what material?,plastic,SciQ
What is the name of the glands that produce milk in female mammals ?,mammary glands,SciQ
The conductive cells within the heart establish the heart rate and transmit it through the what?,myocardium,SciQ
What is the opening in the front of the eye?,the pupil,SciQ
"Binary transition-metal compounds, such as the oxides and sulfides, are usually written with idealized what?",stoichiometries,SciQ
What disease refers to the dangerous buildup of fatty materials in blood vessels?,atherosclerosis,SciQ
Which nerve directly stimulates the contraction of skeletal muscles in the pharynx and larynx to contribute to the swallowing and speech functions?,vagus nerve,SciQ
What do we call coiled structures made of dna and proteins?,chromosomes,SciQ
Energy comes in discrete packages called what?,quanta,SciQ
"Which type of cell can carry out more functions, eukaryotic cells or prokaryotic cells?",eukaryotic cells,SciQ
"When vascular disease causes stiffening of arteries, compliance is reduced and resistance to blood flow is increased. the result is more turbulence, higher pressure within the vessel, and reduced blood flow. this increases the work of this?",heart,SciQ
Animals that do not have internal control of their body temperature are called what?,ectotherms,SciQ
What do optical fibres look like?,thin glass tubes,SciQ
Genetics is the branch of biology that focuses on heredity in what?,organisms,SciQ
"What type of protein is a protein molecule that is attached to, or associated with the membrane of a cell or an organelle?",membrane protein,SciQ
What is defined as the ability to cause changes in matter?,energy,SciQ
What group of animals has permeable skin that makes them vulnerable to pollution?,amphibians,SciQ
A period is a horizontal row of the what?,periodic table,SciQ
What term refers to any method of removing carbon dioxide from the atmosphere and storing it in another form?,carbon sequestration,SciQ
"What system protects the body from worms, germs, and other agents of harm?",immune,SciQ
"Most members of the animal kingdom have differentiated tissues of four main classes—nervous, muscular, connective, and this?",epithelial,SciQ
Which ancient fish has just two living species and is at risk of extinction?,coelacanths,SciQ
"A decline in blood flow to what organs stimulates release of the enzyme renin, in turn stimulating the reabsorption of sodium and water?",kidneys,SciQ
What common air pollutant is characterized by its sharp odor and often triggers asthma attacks?,nitrogen dioxide,SciQ
In addition to a nucleus what do eukaryotic cells have?,organelles,SciQ
What term is used to describe a cross between two individuals that have different traits?,hybridization,SciQ
What also happens when people feel anxious and breathe too fast?,they become lightheaded,SciQ
Which two systems together provide support to the body and allow for movement?,skeletal and muscular,SciQ
The chromosomes that have a mixture of maternal and paternal sequence are called what?,recombinant,SciQ
Different types of home heating systems all function by producing what type of energy?,thermal,SciQ
Nutrients the body needs in relatively large amounts are called what?,macronutrients,SciQ
Which property changes when a glass breaks?,its physical property,SciQ
"What do you call large, y-shaped proteins that recognize and bind to antigens?",antibodies,SciQ
What is the process by which plants make their own food?,photosynthesis,SciQ
"In amniotes that lay eggs, the shell of the egg provides protection for the developing embryo while being permeable enough to allow for the exchange of carbon dioxide and this?",oxygen,SciQ
What term is used to describe viruses that live in a dormant state inside the body?,latency,SciQ
What is the main component of phytoplankton?,algae,SciQ
Compounds that contain mainly the elements carbon and hydrogen are called what kind of compounds?,organic compounds,SciQ
What type of diagnosis happens before a baby is born?,prenatal,SciQ
"Unlike nuclear fission, which involves dangerous radioisotopes, nuclear fusion involves what two harmless elements?",hydrogen and helium,SciQ
What is another environmental benefit of conserving resources?,less trash,SciQ
The bright color of poison dart frogs serves what purpose?,warning predators,SciQ
What consist of chains of small molecules called nucleotides?,nucleic acids,SciQ
Atmospheric pressure can be measured with what tool?,barometer,SciQ
What kind of charge do electrons have?,negative,SciQ
What are lipids that contain phosphorus called?,phospholipids,SciQ
How many chambers does the stomach of a ruminant have?,4,SciQ
"What states that chemical reactions occur when atoms, ions, or molecules collide?",collision theory,SciQ
"Biological macromolecules are organic, which means that they must contain what?",carbon,SciQ
What do you call the membrane lining the back of the eye?,retina,SciQ
"Lacking blood vessels, nerve endings, or glands, the epidermis is the outer layer of what?",skin,SciQ
"The deepest region of the adrenal cortex is the zona reticularis, which produces small amounts of a class of steroid sex hormones called what?",androgens,SciQ
All living things maintain a stable internal environment through what process?,homeostasis,SciQ
Tropical rainforests are an example of a climate that occurs near what?,equator,SciQ
What changes the chemical composition of a substance and can only occur through a chemical reaction?,chemical changes,SciQ
What term is used to describe the way that animals interact with each other or their environment?,animal behavior,SciQ
What kind of bees are most adult bees in a hive?,worker bees,SciQ
"In most animals, the circulatory system is used to transport blood through the what?",body,SciQ
"In sexually reproducing organisms, parents pass a copy of each type of what to their offspring by producing gametes?",chromosome,SciQ
"At transform plate boundaries, two plates move in which directions?",opposite,SciQ
"The voltages generated at a power plant are stepped up by what passive devices, which then reduce voltage to a safe level at the point of use?",transformers,SciQ
"What is the term for the dark brown or black coating found on exposed desert rocks, which is formed of iron and manganese oxides?",desert varnish,SciQ
What two ways may catalyst be classified?,homogeneous or heterogeneous,SciQ
What phylum has the highest number of species on earth?,arthropods,SciQ
The speed of a wave is a product of its wavelength and what else?,frequency,SciQ
What type of gas are stars made up of?,hydrogen,SciQ
What are one of the most abundant organic molecules in living systems and have the most diverse range of functions of all macromolecules?,proteins,SciQ
A geiger counter is used for detecting what?,radiation,SciQ
"All species have evolved a pattern of living, called a life history strategy, in which they partition energy for growth, maintenance, and what?",reproduction,SciQ
What are the most diverse plants on earth?,angiosperms,SciQ
What is the second line of defense?,inflammatory response,SciQ
What is the term for when organisms need other organisms to survive?,interdependence,SciQ
What  is an organic compound that is made up of only carbon and hydrogen?,a hydrocarbon,SciQ
Bile salts produced by the liver assist in breaking apart what kind of fats?,dietary,SciQ
Where does most of the sound we hear travel through?,air,SciQ
A reptile's what doesn't generate enough energy to keep their body temperature stable?,metabolism,SciQ
"Bar, circle, and line are examples of what kind of data visualization?",graphs,SciQ
What is the first phase of mitosis?,prophase,SciQ
What term means an area where two closely related species continue to interact and reproduce?,hybrid zone,SciQ
Fungi may have both asexual and sexual stages of what?,reproduction,SciQ
Geysers erupt because what boiling hot substance is trapped beneath their surface?,water,SciQ
About one-third of the human cerebral cortex is dedicated to analyzing and perceiving information related to what sense?,vision,SciQ
Fungus-like protists are what kind of feeders?,absorptive,SciQ
What is the process in which many new species evolve in a short period of time to fill available niches called?,adaptive radiation,SciQ
"After fertilization, how many cells does a zygote form into?",two,SciQ
